"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022613","ribonucleoprotein complex biogenesis","33/555","492/18986",0.0670731707317073,2.29450670182378,5.04834202477905,9.07140949776102e-06,0.0387621327839329,0.0374887933560103,"RNU4-2/GNL2/RNU4-1/RNVU1-8/RNU5D-1/NOP2/RRP1/RNU5A-1/RNVU1-7/RRN3/DDX21/PRKDC/SF3B1/EIF2A/RPS13/BRIX1/NOP58/NMD3/HEATR3/EIF2S3/RCL1/NIP7/PRPF39/RIOK3/RUVBL1/ZNF622/RNVU1-17/DROSHA/RPL13A/EIF2S2/MRTO4/CELF1/WDR55",33
